date,state,positive,death,hospitalizedCurrently,positiveIncrease,deathIncrease,totalTestResults,hospitalizedIncrease,inIcuCurrently,onVentilatorCurrently
2020-08-27,NC,161076.0,2630.0,958.0,2091,24,2152725.0,0,272.0,0.0
2020-08-28,NC,162491.0,2652.0,970.0,1415,22,2182891.0,0,278.0,0.0
2020-08-29,NC,165076.0,2683.0,965.0,2585,31,2218149.0,0,264.0,0.0
2020-08-30,NC,166127.0,2692.0,917.0,1051,9,2243273.0,0,260.0,0.0
2020-08-31,NC,167313.0,2702.0,923.0,1186,10,2256172.0,0,244.0,0.0
2020-09-01,NC,169424.0,2741.0,946.0,2111,39,2295698.0,0,270.0,0.0
2020-09-02,NC,170553.0,2779.0,858.0,1129,38,2315310.0,0,270.0,0.0
2020-09-03,NC,172209.0,2803.0,858.0,1656,24,2347837.0,0,257.0,0.0
2020-09-04,NC,174254.0,2839.0,955.0,2045,36,2389096.0,0,281.0,0.0
2020-09-05,NC,175815.0,2889.0,831.0,1561,50,2410871.0,0,254.0,0.0
2020-09-06,NC,176901.0,2890.0,830.0,1086,1,2442950.0,0,250.0,0.0
2020-09-07,NC,177919.0,2897.0,765.0,1018,7,2459582.0,0,248.0,0.0
2020-09-08,NC,178635.0,2909.0,827.0,716,12,2469977.0,0,262.0,0.0
2020-09-09,NC,179532.0,2958.0,916.0,897,49,2490113.0,0,296.0,0.0
2020-09-10,NC,180754.0,2990.0,928.0,1222,32,2521839.0,0,291.0,0.0
2020-09-11,NC,182286.0,3023.0,938.0,1532,33,2558654.0,0,292.0,0.0
2020-09-12,NC,183740.0,3047.0,870.0,1454,24,2581132.0,0,287.0,0.0
2020-09-13,NC,184936.0,3052.0,831.0,1196,5,2616108.0,0,270.0,0.0
2020-09-14,NC,185781.0,3060.0,895.0,845,8,2634819.0,0,293.0,0.0
2020-09-15,NC,186887.0,3111.0,916.0,1106,51,2652440.0,0,297.0,0.0
2020-09-16,NC,188024.0,3149.0,918.0,1137,38,2683384.0,0,297.0,0.0
2020-09-17,NC,189576.0,3180.0,894.0,1552,31,2714175.0,0,286.0,0.0
2020-09-18,NC,191019.0,3207.0,904.0,1443,27,2749020.0,0,283.0,0.0
2020-09-19,NC,192248.0,3235.0,882.0,1229,28,2771020.0,0,293.0,0.0
2020-09-20,NC,193581.0,3243.0,889.0,1333,8,2804818.0,0,292.0,0.0
2020-09-21,NC,194381.0,3247.0,885.0,800,4,2817539.0,0,277.0,0.0
2020-09-22,NC,195549.0,3286.0,905.0,1168,39,2824929.0,0,277.0,0.0
2020-09-23,NC,196501.0,3316.0,912.0,952,30,2842427.0,0,281.0,0.0
2020-09-24,NC,198189.0,3356.0,902.0,1688,40,2870191.0,0,279.0,0.0
2020-09-25,NC,204331.0,3409.0,903.0,6142,53,2907617.0,0,281.0,0.0
2020-09-26,NC,206090.0,3440.0,914.0,1759,31,2947803.0,0,272.0,0.0
2020-09-27,NC,207380.0,3441.0,917.0,1290,1,2978728.0,0,269.0,0.0
2020-09-28,NC,208248.0,3445.0,897.0,868,4,3004533.0,0,271.0,0.0
2020-09-29,NC,209137.0,3494.0,950.0,889,49,3019586.0,0,287.0,0.0
2020-09-30,NC,210632.0,3532.0,956.0,1495,38,3034871.0,0,297.0,0.0
2020-10-01,NC,212909.0,3579.0,939.0,2277,47,3063661.0,0,297.0,0.0
2020-10-02,NC,214684.0,3608.0,921.0,1775,29,3099704.0,0,278.0,0.0
2020-10-03,NC,216886.0,3629.0,921.0,2202,21,3136266.0,0,273.0,0.0
2020-10-04,NC,217496.0,3634.0,907.0,610,5,3160968.0,0,266.0,0.0
2020-10-05,NC,219754.0,3637.0,971.0,2258,3,3193916.0,0,274.0,0.0
2020-10-06,NC,221258.0,3670.0,1013.0,1504,33,3216686.0,0,290.0,0.0
2020-10-07,NC,222969.0,3693.0,1028.0,1711,23,3235273.0,0,288.0,0.0
2020-10-08,NC,225397.0,3722.0,1051.0,2428,29,3268955.0,0,296.0,0.0
2020-10-09,NC,227431.0,3747.0,1065.0,2034,25,3311285.0,0,299.0,0.0
2020-10-10,NC,229752.0,3765.0,1034.0,2321,18,3350815.0,0,281.0,0.0
2020-10-11,NC,231471.0,3770.0,1046.0,1719,5,3388250.0,0,288.0,0.0
2020-10-12,NC,232747.0,3773.0,1109.0,1276,3,3417814.0,0,314.0,0.0
2020-10-13,NC,234481.0,3816.0,1103.0,1734,43,3444583.0,0,306.0,0.0
2020-10-14,NC,236407.0,3856.0,1152.0,1926,40,3467235.0,0,300.0,0.0
2020-10-15,NC,238939.0,3874.0,1140.0,2532,18,3500763.0,0,296.0,0.0
2020-10-16,NC,241623.0,3910.0,1148.0,2684,36,3539731.0,0,299.0,0.0
2020-10-17,NC,243725.0,3929.0,1140.0,2102,19,3582572.0,0,316.0,0.0
2020-10-18,NC,246028.0,3934.0,1129.0,2303,5,3617258.0,0,310.0,0.0
2020-10-19,NC,247172.0,3939.0,1142.0,1144,5,3648364.0,0,311.0,0.0
2020-10-20,NC,248750.0,3992.0,1203.0,1578,53,3671793.0,0,326.0,0.0
2020-10-21,NC,250592.0,4032.0,1219.0,1842,40,3692043.0,0,337.0,0.0
2020-10-22,NC,252992.0,4082.0,1205.0,2400,50,3727675.0,0,333.0,0.0
2020-10-23,NC,255708.0,4114.0,1181.0,2716,32,3763315.0,0,325.0,0.0
2020-10-24,NC,258292.0,4144.0,1182.0,2584,30,3809077.0,0,338.0,0.0
2020-10-25,NC,260099.0,4157.0,1148.0,1807,13,3844453.0,0,321.0,0.0
2020-10-26,NC,261742.0,4170.0,1193.0,1643,13,3872913.0,0,332.0,0.0
2020-10-27,NC,263883.0,4211.0,1214.0,2141,41,3890764.0,0,329.0,0.0
2020-10-28,NC,266136.0,4245.0,1193.0,2253,34,3923042.0,0,329.0,0.0
2020-10-29,NC,269021.0,4283.0,1181.0,2885,38,3961343.0,0,340.0,0.0
2020-10-30,NC,271830.0,4332.0,1196.0,2809,49,4005791.0,0,343.0,0.0
2020-10-31,NC,274635.0,4378.0,1184.0,2805,46,4055156.0,0,345.0,0.0
2020-11-01,NC,276692.0,4383.0,1122.0,2057,5,4095365.0,0,328.0,0.0
2020-11-02,NC,278028.0,4390.0,1146.0,1336,7,4127596.0,0,344.0,0.0
2020-11-03,NC,280377.0,4457.0,1175.0,2349,67,4157478.0,0,331.0,0.0
2020-11-04,NC,282802.0,4507.0,1186.0,2425,50,4184258.0,0,327.0,0.0
2020-11-05,NC,285661.0,4548.0,1193.0,2859,41,4226942.0,0,323.0,0.0
2020-11-06,NC,288569.0,4582.0,1161.0,2908,34,4277376.0,0,311.0,0.0
2020-11-07,NC,291245.0,4605.0,1196.0,2676,23,4324156.0,0,327.0,0.0
2020-11-08,NC,293339.0,4607.0,1147.0,2094,2,4365061.0,0,311.0,0.0
2020-11-09,NC,294860.0,4615.0,1169.0,1521,8,4399616.0,0,323.0,0.0
2020-11-10,NC,297442.0,4660.0,1230.0,2582,45,4429912.0,0,325.0,0.0
2020-11-11,NC,300561.0,4698.0,1246.0,3119,38,4460288.0,0,301.0,0.0
2020-11-12,NC,303454.0,4706.0,1279.0,2893,8,4500774.0,0,325.0,0.0
2020-11-13,NC,305233.0,4720.0,1423.0,1779,14,4536767.0,0,352.0,0.0
2020-11-14,NC,309118.0,4756.0,1425.0,3885,36,4591525.0,0,347.0,0.0
2020-11-15,NC,312235.0,4806.0,1395.0,3117,50,4632609.0,0,352.0,0.0
2020-11-16,NC,314207.0,4814.0,1424.0,1972,8,4659829.0,0,360.0,0.0
2020-11-17,NC,317495.0,4852.0,1501.0,3288,38,4697561.0,0,370.0,0.0
2020-11-18,NC,320862.0,4898.0,1537.0,3367,46,4731171.0,0,386.0,0.0
2020-11-19,NC,325158.0,4936.0,1538.0,4296,38,4786263.0,0,395.0,0.0
2020-11-20,NC,328846.0,4979.0,1571.0,3688,43,4819029.0,0,415.0,0.0
2020-11-21,NC,332261.0,5005.0,1590.0,3415,26,4878076.0,0,409.0,0.0
2020-11-22,NC,336775.0,5034.0,1571.0,4514,29,4947614.0,0,404.0,0.0
2020-11-23,NC,339194.0,5039.0,1601.0,2419,5,4983768.0,0,397.0,0.0
2020-11-24,NC,342294.0,5074.0,1724.0,3100,35,5028737.0,0,412.0,0.0
2020-11-25,NC,346506.0,5138.0,1811.0,4212,64,5084569.0,0,431.0,0.0
2020-11-26,NC,346506.0,5138.0,1811.0,0,0,5084569.0,0,431.0,0.0
2020-11-27,NC,354514.0,5210.0,1780.0,8008,72,5192822.0,0,437.0,0.0
2020-11-28,NC,357958.0,5219.0,1840.0,3444,9,5244854.0,0,450.0,0.0
2020-11-29,NC,361778.0,5240.0,1885.0,3820,21,5286488.0,0,454.0,0.0
2020-11-30,NC,364512.0,5261.0,1966.0,2734,21,5316284.0,0,457.0,0.0
2020-12-01,NC,367395.0,5284.0,2033.0,2883,23,5344037.0,0,485.0,0.0
2020-12-02,NC,371594.0,5366.0,2039.0,4199,82,5378004.0,0,508.0,0.0
2020-12-03,NC,377231.0,5410.0,2101.0,5637,44,5432699.0,0,500.0,0.0
2020-12-04,NC,382534.0,5467.0,2157.0,5303,57,5485287.0,0,505.0,0.0
2020-12-05,NC,388552.0,5516.0,2171.0,6018,49,5546614.0,0,508.0,0.0
2020-12-06,NC,394990.0,5543.0,2191.0,6438,27,5611276.0,0,515.0,0.0
2020-03-07,ND,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0
2020-03-08,ND,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0
2020-03-09,ND,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0
2020-03-10,ND,0.0,0.0,0.0,0,0,7.0,0,0.0,0.0
2020-03-11,ND,0.0,0.0,0.0,0,0,9.0,0,0.0,0.0
2020-03-12,ND,1.0,0.0,0.0,1,0,17.0,0,0.0,0.0
2020-03-13,ND,1.0,0.0,0.0,0,0,29.0,0,0.0,0.0
2020-03-14,ND,1.0,0.0,0.0,0,0,50.0,0,0.0,0.0
2020-03-15,ND,1.0,0.0,0.0,0,0,74.0,0,0.0,0.0
2020-03-16,ND,1.0,0.0,0.0,0,0,96.0,0,0.0,0.0
2020-03-17,ND,1.0,0.0,0.0,0,0,130.0,0,0.0,0.0
2020-03-18,ND,6.0,0.0,0.0,5,0,246.0,0,0.0,0.0
2020-03-19,ND,15.0,0.0,0.0,9,0,471.0,0,0.0,0.0
2020-03-20,ND,20.0,0.0,0.0,5,0,764.0,0,0.0,0.0
2020-03-21,ND,28.0,0.0,0.0,8,0,1096.0,3,0.0,0.0
2020-03-22,ND,28.0,0.0,0.0,0,0,1246.0,0,0.0,0.0
2020-03-23,ND,30.0,0.0,0.0,2,0,1344.0,1,0.0,0.0
2020-03-24,ND,33.0,0.0,0.0,3,0,1456.0,1,0.0,0.0
2020-03-25,ND,39.0,0.0,0.0,6,0,1743.0,3,0.0,0.0
2020-03-26,ND,52.0,0.0,0.0,13,0,2087.0,2,0.0,0.0
2020-03-27,ND,61.0,0.0,0.0,9,0,2549.0,3,0.0,0.0
2020-03-28,ND,80.0,1.0,0.0,19,1,3052.0,3,0.0,0.0
2020-03-29,ND,97.0,1.0,0.0,17,0,3574.0,1,0.0,0.0
2020-03-30,ND,107.0,2.0,0.0,10,1,3868.0,2,0.0,0.0
2020-03-31,ND,117.0,3.0,0.0,10,1,4075.0,2,0.0,0.0
2020-04-01,ND,139.0,3.0,0.0,22,0,4640.0,2,0.0,0.0
2020-04-02,ND,159.0,3.0,0.0,20,0,5289.0,5,0.0,0.0
2020-04-03,ND,173.0,3.0,0.0,14,0,5824.0,1,0.0,0.0
2020-04-04,ND,186.0,3.0,0.0,13,0,6320.0,1,0.0,0.0
2020-04-05,ND,207.0,3.0,20.0,21,0,6760.0,1,0.0,0.0
2020-04-06,ND,225.0,3.0,19.0,18,0,7117.0,1,0.0,0.0
2020-04-07,ND,237.0,4.0,18.0,12,1,7554.0,1,0.0,0.0
2020-04-08,ND,251.0,4.0,16.0,14,0,8431.0,1,0.0,0.0
2020-04-09,ND,269.0,5.0,14.0,18,1,8974.0,0,0.0,0.0
2020-04-10,ND,278.0,6.0,13.0,9,1,9401.0,2,0.0,0.0
2020-04-11,ND,293.0,7.0,10.0,15,1,10011.0,0,0.0,0.0
2020-04-12,ND,308.0,8.0,12.0,15,1,10407.0,3,0.0,0.0
2020-04-13,ND,331.0,8.0,13.0,23,0,10864.0,1,0.0,0.0
2020-04-14,ND,341.0,9.0,13.0,10,1,11070.0,2,0.0,0.0
2020-04-15,ND,364.0,9.0,13.0,23,0,11410.0,2,0.0,0.0
2020-04-16,ND,392.0,9.0,14.0,28,0,11810.0,1,0.0,0.0
2020-04-17,ND,438.0,9.0,16.0,46,0,12629.0,2,0.0,0.0
2020-04-18,ND,528.0,9.0,13.0,90,0,13325.0,0,0.0,0.0
2020-04-19,ND,584.0,10.0,15.0,56,1,14257.0,4,0.0,0.0
2020-04-20,ND,626.0,13.0,17.0,42,3,15150.0,2,0.0,0.0
2020-04-21,ND,644.0,13.0,17.0,18,0,15419.0,1,0.0,0.0
2020-04-22,ND,677.0,14.0,23.0,33,1,16096.0,8,0.0,0.0
2020-04-23,ND,709.0,15.0,18.0,32,1,16916.0,3,0.0,0.0
2020-04-24,ND,747.0,15.0,17.0,38,0,18251.0,2,0.0,0.0
2020-04-25,ND,803.0,16.0,17.0,56,1,20293.0,3,0.0,0.0
2020-04-26,ND,867.0,17.0,18.0,64,1,21481.0,1,0.0,0.0
2020-04-27,ND,942.0,19.0,23.0,75,2,23475.0,6,0.0,0.0
2020-04-28,ND,991.0,19.0,25.0,49,0,24929.0,2,0.0,0.0
2020-04-29,ND,1033.0,19.0,28.0,42,0,26973.0,3,0.0,0.0
2020-04-30,ND,1067.0,19.0,30.0,34,0,29003.0,3,0.0,0.0
2020-05-01,ND,1107.0,23.0,27.0,40,4,31092.0,1,0.0,0.0
2020-05-02,ND,1153.0,24.0,32.0,46,1,33206.0,4,0.0,0.0
2020-05-03,ND,1191.0,25.0,31.0,38,1,35095.0,0,0.0,0.0
2020-05-04,ND,1225.0,25.0,31.0,34,0,36556.0,4,0.0,0.0
2020-05-05,ND,1266.0,25.0,31.0,41,0,38434.0,1,0.0,0.0
2020-05-06,ND,1322.0,31.0,32.0,56,6,40988.0,2,0.0,0.0
2020-05-07,ND,1371.0,31.0,35.0,49,0,43506.0,5,0.0,0.0
2020-05-08,ND,1424.0,33.0,33.0,53,2,45424.0,2,0.0,0.0
2020-05-09,ND,1464.0,35.0,34.0,40,2,47315.0,6,0.0,0.0
2020-05-10,ND,1490.0,35.0,29.0,26,0,48661.0,0,0.0,0.0
2020-05-11,ND,1516.0,36.0,34.0,26,1,51107.0,5,0.0,0.0
2020-05-12,ND,1568.0,38.0,38.0,52,2,52390.0,7,0.0,0.0
2020-05-13,ND,1642.0,40.0,37.0,74,2,54093.0,5,0.0,0.0
2020-05-14,ND,1709.0,40.0,38.0,67,0,56410.0,2,0.0,0.0
2020-05-15,ND,1760.0,42.0,35.0,51,2,58496.0,1,0.0,0.0
2020-05-16,ND,1847.0,42.0,33.0,87,0,61180.0,0,0.0,0.0
2020-05-17,ND,1898.0,43.0,30.0,51,1,63653.0,0,0.0,0.0
2020-05-18,ND,1929.0,44.0,32.0,31,1,65675.0,3,0.0,0.0
2020-05-19,ND,1989.0,45.0,32.0,60,1,67514.0,2,0.0,0.0
2020-05-20,ND,2070.0,49.0,38.0,81,4,69496.0,7,0.0,0.0
2020-05-21,ND,2165.0,51.0,39.0,95,2,72120.0,2,0.0,0.0
2020-05-22,ND,2235.0,52.0,39.0,70,1,74611.0,3,0.0,0.0
2020-05-23,ND,2284.0,52.0,39.0,49,0,76868.0,3,0.0,0.0
2020-05-24,ND,2338.0,53.0,40.0,54,1,79149.0,2,0.0,0.0
2020-05-25,ND,2378.0,54.0,41.0,40,1,81074.0,2,0.0,0.0
2020-05-26,ND,2421.0,54.0,40.0,43,0,81994.0,2,0.0,0.0
2020-05-27,ND,2438.0,59.0,40.0,17,5,82994.0,5,0.0,0.0
2020-05-28,ND,2479.0,60.0,35.0,41,1,84884.0,0,0.0,0.0
2020-05-29,ND,2519.0,62.0,36.0,40,2,87671.0,3,0.0,0.0
2020-05-30,ND,2553.0,63.0,34.0,34,1,90627.0,1,0.0,0.0
2020-05-31,ND,2576.0,64.0,36.0,23,1,92659.0,2,0.0,0.0
2020-06-01,ND,2623.0,64.0,35.0,47,0,94967.0,2,0.0,0.0
2020-06-02,ND,2645.0,68.0,34.0,22,4,96505.0,1,0.0,0.0
2020-06-03,ND,2678.0,69.0,34.0,33,1,99073.0,2,0.0,0.0
2020-06-04,ND,2704.0,69.0,32.0,26,0,102544.0,3,0.0,0.0
2020-06-05,ND,2744.0,74.0,30.0,40,5,105094.0,5,0.0,0.0
2020-06-06,ND,2815.0,75.0,29.0,71,1,109014.0,2,0.0,0.0
2020-06-07,ND,2859.0,75.0,28.0,44,0,111261.0,1,0.0,0.0
2020-06-08,ND,2878.0,75.0,29.0,19,0,112648.0,1,0.0,0.0
2020-06-09,ND,2900.0,75.0,32.0,22,0,114250.0,5,0.0,0.0
2020-06-10,ND,2940.0,76.0,33.0,40,1,117015.0,4,0.0,0.0
2020-06-11,ND,2978.0,77.0,32.0,38,1,120318.0,0,0.0,0.0
2020-06-12,ND,3014.0,77.0,35.0,36,0,123650.0,4,0.0,0.0
2020-06-13,ND,3056.0,77.0,35.0,42,0,126897.0,0,0.0,0.0
2020-06-14,ND,3078.0,77.0,35.0,22,0,128955.0,0,0.0,0.0
2020-06-15,ND,3100.0,77.0,31.0,22,0,130950.0,0,0.0,0.0
2020-06-16,ND,3123.0,77.0,26.0,23,0,132720.0,3,0.0,0.0
2020-06-17,ND,3162.0,78.0,25.0,39,1,137063.0,1,0.0,0.0
2020-06-18,ND,3191.0,81.0,26.0,29,3,141150.0,7,0.0,0.0
2020-06-19,ND,3223.0,82.0,26.0,32,1,144928.0,2,0.0,0.0
2020-06-20,ND,3248.0,82.0,28.0,25,0,148824.0,3,0.0,0.0
2020-06-21,ND,3285.0,83.0,31.0,37,1,152685.0,3,0.0,0.0
2020-06-22,ND,3310.0,83.0,31.0,25,0,154869.0,2,0.0,0.0
2020-06-23,ND,3317.0,84.0,28.0,7,1,155189.0,0,0.0,0.0
2020-06-24,ND,3358.0,86.0,27.0,41,2,159052.0,1,0.0,0.0
2020-06-25,ND,3390.0,87.0,25.0,32,1,161946.0,3,0.0,0.0
2020-06-26,ND,3418.0,87.0,23.0,28,0,166289.0,0,0.0,0.0
2020-06-27,ND,3455.0,87.0,23.0,37,0,170374.0,3,0.0,0.0
2020-06-28,ND,3490.0,88.0,24.0,35,1,173483.0,1,0.0,0.0
2020-06-29,ND,3536.0,88.0,25.0,46,0,176775.0,1,0.0,0.0
2020-06-30,ND,3574.0,88.0,25.0,38,0,178468.0,4,0.0,0.0
2020-07-01,ND,3613.0,89.0,20.0,39,1,180927.0,3,0.0,0.0
2020-07-02,ND,3656.0,89.0,19.0,43,0,184430.0,0,0.0,0.0
2020-07-03,ND,3719.0,89.0,20.0,63,0,189006.0,3,0.0,0.0
2020-07-04,ND,3776.0,89.0,22.0,57,0,193349.0,4,0.0,0.0
2020-07-05,ND,3812.0,89.0,22.0,36,0,197091.0,1,0.0,0.0
2020-07-06,ND,3845.0,89.0,22.0,33,0,198310.0,3,0.0,0.0
2020-07-07,ND,3896.0,93.0,24.0,51,4,200236.0,3,0.0,0.0
2020-07-08,ND,3969.0,89.0,26.0,73,-4,203745.0,4,0.0,0.0
2020-07-09,ND,4068.0,89.0,30.0,99,0,209551.0,5,0.0,0.0
2020-07-10,ND,4152.0,89.0,33.0,84,0,214889.0,3,0.0,0.0
2020-07-11,ND,4240.0,91.0,31.0,88,2,218947.0,3,0.0,0.0
2020-07-12,ND,4331.0,91.0,38.0,91,0,223258.0,8,0.0,0.0
2020-07-13,ND,4433.0,91.0,43.0,102,0,227543.0,6,0.0,0.0
2020-07-14,ND,4487.0,92.0,42.0,54,1,229925.0,3,0.0,0.0
2020-07-15,ND,4559.0,92.0,42.0,72,0,232878.0,4,0.0,0.0
2020-07-16,ND,4662.0,93.0,38.0,103,1,236849.0,1,0.0,0.0
2020-07-17,ND,4784.0,94.0,36.0,122,1,240870.0,5,0.0,0.0
2020-07-18,ND,4900.0,94.0,38.0,116,0,245492.0,5,0.0,0.0
2020-07-19,ND,5013.0,96.0,45.0,113,2,250904.0,7,0.0,0.0
2020-07-20,ND,5120.0,97.0,47.0,107,1,256413.0,3,0.0,0.0
2020-07-21,ND,5202.0,98.0,46.0,82,1,259986.0,4,0.0,0.0
2020-07-22,ND,5361.0,100.0,52.0,159,2,264021.0,8,0.0,0.0
2020-07-23,ND,5486.0,101.0,57.0,125,1,268233.0,5,0.0,0.0
2020-07-24,ND,5608.0,103.0,37.0,122,2,272538.0,3,0.0,0.0
2020-07-25,ND,5729.0,103.0,39.0,121,0,276549.0,3,0.0,0.0
2020-07-26,ND,5869.0,103.0,42.0,140,0,281073.0,5,0.0,0.0
2020-07-27,ND,5981.0,103.0,43.0,112,0,285314.0,4,0.0,0.0
2020-07-28,ND,6132.0,104.0,35.0,151,1,289315.0,6,0.0,0.0
2020-07-29,ND,6221.0,106.0,39.0,89,2,292614.0,8,0.0,0.0
2020-07-30,ND,6294.0,107.0,43.0,73,1,296478.0,5,0.0,0.0
2020-07-31,ND,6461.0,107.0,47.0,167,0,301509.0,8,0.0,0.0
2020-08-01,ND,6593.0,107.0,45.0,132,0,307324.0,7,0.0,0.0
2020-08-02,ND,6649.0,109.0,45.0,56,2,311152.0,0,0.0,0.0
2020-08-03,ND,6776.0,109.0,46.0,127,0,315710.0,8,0.0,0.0
2020-08-04,ND,6925.0,111.0,51.0,149,2,320395.0,10,0.0,0.0
2020-08-05,ND,7047.0,112.0,42.0,122,1,325826.0,5,0.0,0.0
2020-08-06,ND,7169.0,113.0,46.0,122,1,331004.0,6,0.0,0.0
2020-08-07,ND,7318.0,114.0,48.0,149,1,336501.0,8,0.0,0.0
2020-08-08,ND,7498.0,116.0,49.0,180,2,342078.0,6,0.0,0.0
2020-08-09,ND,7589.0,116.0,47.0,91,0,347516.0,1,0.0,0.0
2020-08-10,ND,7706.0,117.0,48.0,117,1,351979.0,2,0.0,0.0
2020-08-11,ND,7877.0,122.0,55.0,171,5,357433.0,13,0.0,0.0
2020-08-12,ND,7964.0,124.0,58.0,87,2,361551.0,10,0.0,0.0
2020-08-13,ND,8164.0,124.0,59.0,200,0,368309.0,5,0.0,0.0
2020-08-14,ND,8316.0,125.0,65.0,152,1,373550.0,10,0.0,0.0
2020-08-15,ND,8439.0,125.0,55.0,123,0,379816.0,2,0.0,0.0
2020-08-16,ND,8582.0,129.0,54.0,143,4,385231.0,2,0.0,0.0
2020-08-17,ND,8641.0,130.0,55.0,59,1,387834.0,2,0.0,0.0
2020-08-18,ND,8775.0,132.0,47.0,134,2,389618.0,8,0.0,0.0
2020-08-19,ND,8963.0,134.0,49.0,188,2,394303.0,9,15.0,0.0
2020-08-20,ND,9237.0,134.0,45.0,274,0,401757.0,0,15.0,0.0
2020-08-21,ND,9468.0,136.0,54.0,231,2,408284.0,13,15.0,0.0
2020-08-22,ND,9724.0,136.0,53.0,256,0,414907.0,8,16.0,0.0
2020-08-23,ND,9863.0,140.0,52.0,139,4,419309.0,2,17.0,0.0
2020-08-24,ND,9989.0,140.0,51.0,126,0,421705.0,4,16.0,0.0
2020-08-25,ND,10223.0,142.0,50.0,234,2,424792.0,14,16.0,0.0
2020-08-26,ND,10457.0,142.0,53.0,234,0,429052.0,6,17.0,0.0
2020-08-27,ND,10790.0,143.0,61.0,333,1,435666.0,9,17.0,0.0
2020-08-28,ND,11102.0,143.0,70.0,312,0,443180.0,16,17.0,0.0
2020-08-29,ND,11475.0,145.0,65.0,373,2,450858.0,1,17.0,0.0
2020-08-30,ND,11696.0,145.0,68.0,221,0,454409.0,3,17.0,0.0
2020-08-31,ND,11810.0,147.0,68.0,114,2,456190.0,0,17.0,0.0
2020-09-01,ND,12004.0,149.0,62.0,194,2,458586.0,10,15.0,0.0
2020-09-02,ND,12270.0,152.0,66.0,266,3,464111.0,11,16.0,0.0
2020-09-03,ND,12629.0,154.0,51.0,359,2,470423.0,8,16.0,0.0
2020-09-04,ND,12971.0,154.0,67.0,342,0,476793.0,7,17.0,0.0
2020-09-05,ND,13327.0,159.0,67.0,356,5,483824.0,6,18.0,0.0
2020-09-06,ND,13626.0,160.0,64.0,299,1,488286.0,2,18.0,0.0
2020-09-07,ND,13797.0,160.0,68.0,171,0,490368.0,4,19.0,0.0
2020-09-08,ND,13872.0,160.0,63.0,75,0,491742.0,2,19.0,0.0
2020-09-09,ND,14110.0,160.0,53.0,238,0,494769.0,7,18.0,0.0
2020-09-10,ND,14443.0,163.0,62.0,333,3,500924.0,13,21.0,0.0
2020-09-11,ND,14684.0,163.0,64.0,241,0,506398.0,6,22.0,0.0
2020-09-12,ND,15151.0,170.0,56.0,467,7,515420.0,4,18.0,0.0
2020-09-13,ND,15577.0,171.0,62.0,426,1,523570.0,9,18.0,0.0
2020-09-14,ND,15831.0,173.0,65.0,254,2,527535.0,3,19.0,0.0
2020-09-15,ND,16064.0,175.0,62.0,233,2,529202.0,11,18.0,0.0
2020-09-16,ND,16333.0,175.0,62.0,269,0,534223.0,17,20.0,0.0
2020-09-17,ND,16723.0,185.0,69.0,390,10,540625.0,17,24.0,0.0
2020-09-18,ND,17230.0,187.0,77.0,507,2,550324.0,14,24.0,0.0
2020-09-19,ND,17607.0,195.0,78.0,377,8,556862.0,11,22.0,0.0
2020-09-20,ND,17958.0,195.0,81.0,351,0,562599.0,7,22.0,0.0
2020-09-21,ND,18244.0,196.0,87.0,286,1,565843.0,7,23.0,0.0
2020-09-22,ND,18508.0,199.0,92.0,264,3,568540.0,22,26.0,0.0
2020-09-23,ND,18981.0,206.0,89.0,473,7,575479.0,11,25.0,0.0
2020-09-24,ND,19451.0,216.0,89.0,470,10,582104.0,14,26.0,0.0
2020-09-25,ND,19885.0,222.0,89.0,434,6,587564.0,12,25.0,0.0
2020-09-26,ND,20380.0,230.0,104.0,495,8,594628.0,20,22.0,0.0
2020-09-27,ND,20724.0,234.0,96.0,344,4,600067.0,6,18.0,0.0
2020-09-28,ND,20983.0,237.0,105.0,259,3,603922.0,13,18.0,0.0
2020-09-29,ND,21401.0,242.0,105.0,418,5,608385.0,20,16.0,0.0
2020-09-30,ND,21846.0,249.0,89.0,445,7,613487.0,11,18.0,0.0
2020-10-01,ND,22218.0,259.0,106.0,372,10,619331.0,25,22.0,0.0
2020-10-02,ND,22694.0,267.0,111.0,476,8,626450.0,18,21.0,0.0
2020-10-03,ND,23134.0,274.0,100.0,440,7,632299.0,10,22.0,0.0
2020-10-04,ND,23550.0,277.0,100.0,416,3,638320.0,13,21.0,0.0
2020-10-05,ND,23862.0,280.0,112.0,312,3,642669.0,14,24.0,0.0
2020-10-06,ND,24364.0,284.0,116.0,502,4,648406.0,29,27.0,0.0
2020-10-07,ND,24857.0,308.0,116.0,493,24,654648.0,27,27.0,0.0
2020-10-08,ND,25384.0,314.0,214.0,527,6,661206.0,21,40.0,0.0
2020-10-09,ND,26040.0,325.0,202.0,656,11,670039.0,21,39.0,0.0
2020-10-10,ND,26628.0,340.0,219.0,588,15,678197.0,25,42.0,0.0
2020-10-11,ND,27265.0,343.0,231.0,637,3,685711.0,14,46.0,0.0
2020-10-12,ND,27737.0,350.0,233.0,472,7,691049.0,23,33.0,0.0
2020-10-13,ND,28245.0,362.0,206.0,508,12,696068.0,27,41.0,0.0
2020-10-14,ND,28947.0,370.0,206.0,702,8,703534.0,33,39.0,0.0
